,Course,Course Number,Seats Remaining,Instructor,Semester,Waitlist Percent,Sem,Year,Risk Level
1232,Computer Networks,397,18 of 50 seats remain,"Jones, Robert",,36.0,Spring,2024,Risky
1233,Data Structures,398,3 of 20 seats remain,"Garcia, Maria",,15.0,Spring,2024,Very Risky
1234,Software Engineering,400,30 of 50 seats remain,"Garcia, Maria",,60.0,Spring,2024,Medium risk
1235,Computer Architecture,401,54 of 60 seats remain,"Garcia, Maria",,90.0,Spring,2024,No Risk
1236,Algorithms,401,17 of 30 seats remain,"Jones, Robert",,56.666666666666664,Spring,2024,Medium risk
1237,Computer Architecture,401,5 of 60 seats remain,"Garcia, Maria",,8.333333333333332,Spring,2024,Very Risky
1238,Machine Learning,403,2 of 60 seats remain,"Garcia, Maria",,3.3333333333333335,Spring,2024,Very Risky
1239,Operating Systems,409,49 of 60 seats remain,"Jones, Robert",,81.66666666666667,Spring,2024,No Risk
1240,Software Engineering,410,50 of 70 seats remain,"Brown, Linda",,71.42857142857143,Spring,2024,Low Risk
1241,Software Engineering,414,10 of 20 seats remain,"Garcia, Maria",,50.0,Spring,2024,Medium risk
1242,Database Systems,418,36 of 50 seats remain,"Brown, Linda",,72.0,Spring,2024,Low Risk
1243,Database Systems,419,31 of 40 seats remain,"Miller, James",,77.5,Spring,2024,Low Risk
1244,Intro to Programming,420,20 of 30 seats remain,"Johnson, Emily",,66.66666666666666,Spring,2024,Low Risk
1245,Operating Systems,424,23 of 40 seats remain,"Williams, David",,57.49999999999999,Spring,2024,Medium risk
1246,Operating Systems,424,5 of 50 seats remain,"Rodriguez, Michael",,10.0,Spring,2024,Very Risky
1247,Computer Architecture,425,6 of 60 seats remain,"Williams, David",,10.0,Spring,2024,Very Risky
1248,Algorithms,430,1 of 20 seats remain,"Johnson, Emily",,5.0,Spring,2024,Very Risky
1249,Database Systems,431,52 of 60 seats remain,"Martinez, Jessica",,86.66666666666667,Spring,2024,No Risk
1250,Computer Architecture,432,17 of 30 seats remain,"Johnson, Emily",,56.666666666666664,Spring,2024,Medium risk
1251,Machine Learning,435,19 of 50 seats remain,"Smith, John",,38.0,Spring,2024,Risky
1252,Intro to Programming,436,5 of 30 seats remain,"Williams, David",,16.666666666666664,Spring,2024,Very Risky
1253,Computer Architecture,439,0 of 30 seats remain,"Garcia, Maria",,0.0,Spring,2024,Very Risky
1254,Intro to Programming,443,0 of 50 seats remain,"Brown, Linda",,0.0,Spring,2024,Very Risky
1255,Software Engineering,445,46 of 70 seats remain,"Williams, David",,65.71428571428571,Spring,2024,Low Risk
1256,Computer Architecture,445,1 of 20 seats remain,"Davis, Elizabeth",,5.0,Spring,2024,Very Risky
1257,Database Systems,447,5 of 60 seats remain,"Johnson, Emily",,8.333333333333332,Spring,2024,Very Risky
1258,Operating Systems,448,9 of 20 seats remain,"Johnson, Emily",,45.0,Spring,2024,Medium risk
1259,Computer Networks,453,33 of 50 seats remain,"Martinez, Jessica",,66.0,Spring,2024,Low Risk
1260,Computer Networks,457,1 of 40 seats remain,"Brown, Linda",,2.5,Spring,2024,Very Risky
1261,Operating Systems,459,5 of 20 seats remain,"Smith, John",,25.0,Spring,2024,Risky
1262,Database Systems,459,36 of 50 seats remain,"Jones, Robert",,72.0,Spring,2024,Low Risk
1263,Machine Learning,459,6 of 20 seats remain,"Garcia, Maria",,30.0,Spring,2024,Risky
1264,Database Systems,461,24 of 40 seats remain,"Jones, Robert",,60.0,Spring,2024,Medium risk
1265,Database Systems,462,3 of 40 seats remain,"Smith, John",,7.5,Spring,2024,Very Risky
1266,Computer Architecture,465,20 of 50 seats remain,"Garcia, Maria",,40.0,Spring,2024,Risky
1267,Machine Learning,465,17 of 20 seats remain,"Williams, David",,85.0,Spring,2024,No Risk
1268,Algorithms,467,7 of 40 seats remain,"Rodriguez, Michael",,17.5,Spring,2024,Very Risky
1269,Data Structures,469,38 of 70 seats remain,"Miller, James",,54.285714285714285,Spring,2024,Medium risk
1270,Software Engineering,470,12 of 20 seats remain,"Jones, Robert",,60.0,Spring,2024,Medium risk
1271,Data Structures,471,18 of 30 seats remain,"Davis, Elizabeth",,60.0,Spring,2024,Medium risk
1272,Artificial Intelligence,476,2 of 60 seats remain,"Jones, Robert",,3.3333333333333335,Spring,2024,Very Risky
1273,Algorithms,479,12 of 30 seats remain,"Rodriguez, Michael",,40.0,Spring,2024,Risky
1274,Computer Architecture,480,10 of 40 seats remain,"Rodriguez, Michael",,25.0,Spring,2024,Risky
1275,Computer Architecture,481,39 of 50 seats remain,"Rodriguez, Michael",,78.0,Spring,2024,Low Risk
1276,Data Structures,488,17 of 70 seats remain,"Rodriguez, Michael",,24.285714285714285,Spring,2024,Risky
1277,Database Systems,488,9 of 40 seats remain,"Brown, Linda",,22.5,Spring,2024,Risky
1278,Software Engineering,489,16 of 20 seats remain,"Davis, Elizabeth",,80.0,Spring,2024,Low Risk
1279,Database Systems,493,55 of 70 seats remain,"Miller, James",,78.57142857142857,Spring,2024,Low Risk
1280,Software Engineering,494,14 of 30 seats remain,"Jones, Robert",,46.666666666666664,Spring,2024,Medium risk
1281,Data Structures,500,35 of 60 seats remain,"Johnson, Emily",,58.333333333333336,Spring,2024,Medium risk
1282,Database Systems,502,8 of 40 seats remain,"Garcia, Maria",,20.0,Spring,2024,Very Risky
1283,Software Engineering,502,31 of 50 seats remain,"Garcia, Maria",,62.0,Spring,2024,Low Risk
1284,Artificial Intelligence,507,28 of 40 seats remain,"Smith, John",,70.0,Spring,2024,Low Risk
1285,Data Structures,507,35 of 50 seats remain,"Martinez, Jessica",,70.0,Spring,2024,Low Risk
1286,Computer Architecture,509,20 of 30 seats remain,"Miller, James",,66.66666666666666,Spring,2024,Low Risk
1287,Machine Learning,513,28 of 70 seats remain,"Miller, James",,40.0,Spring,2024,Risky
1288,Algorithms,515,20 of 40 seats remain,"Garcia, Maria",,50.0,Spring,2024,Medium risk
1289,Operating Systems,518,10 of 50 seats remain,"Martinez, Jessica",,20.0,Spring,2024,Very Risky
1290,Computer Networks,522,18 of 20 seats remain,"Rodriguez, Michael",,90.0,Spring,2024,No Risk
1291,Artificial Intelligence,525,24 of 60 seats remain,"Rodriguez, Michael",,40.0,Spring,2024,Risky
1292,Artificial Intelligence,527,29 of 60 seats remain,"Martinez, Jessica",,48.333333333333336,Spring,2024,Medium risk
1293,Software Engineering,529,29 of 50 seats remain,"Williams, David",,57.99999999999999,Spring,2024,Medium risk
1294,Operating Systems,530,23 of 40 seats remain,"Smith, John",,57.49999999999999,Spring,2024,Medium risk
1295,Intro to Programming,531,8 of 40 seats remain,"Williams, David",,20.0,Spring,2024,Very Risky
1296,Data Structures,532,50 of 60 seats remain,"Garcia, Maria",,83.33333333333334,Spring,2024,No Risk
1297,Artificial Intelligence,532,18 of 30 seats remain,"Johnson, Emily",,60.0,Spring,2024,Medium risk
1298,Computer Networks,534,43 of 50 seats remain,"Smith, John",,86.0,Spring,2024,No Risk
1299,Database Systems,540,1 of 40 seats remain,"Martinez, Jessica",,2.5,Spring,2024,Very Risky
1300,Software Engineering,540,13 of 20 seats remain,"Garcia, Maria",,65.0,Spring,2024,Low Risk
1301,Data Structures,540,7 of 30 seats remain,"Miller, James",,23.333333333333332,Spring,2024,Risky
1302,Intro to Programming,540,27 of 50 seats remain,"Garcia, Maria",,54.0,Spring,2024,Medium risk
1303,Data Structures,541,11 of 20 seats remain,"Jones, Robert",,55.00000000000001,Spring,2024,Medium risk
1304,Software Engineering,541,48 of 70 seats remain,"Williams, David",,68.57142857142857,Spring,2024,Low Risk
1305,Operating Systems,542,21 of 50 seats remain,"Martinez, Jessica",,42.0,Spring,2024,Medium risk
1306,Operating Systems,542,56 of 70 seats remain,"Garcia, Maria",,80.0,Spring,2024,Low Risk
1307,Machine Learning,545,1 of 20 seats remain,"Williams, David",,5.0,Spring,2024,Very Risky
1308,Database Systems,546,2 of 20 seats remain,"Miller, James",,10.0,Spring,2024,Very Risky
1309,Data Structures,551,17 of 20 seats remain,"Martinez, Jessica",,85.0,Spring,2024,No Risk
1310,Artificial Intelligence,553,2 of 30 seats remain,"Garcia, Maria",,6.666666666666667,Spring,2024,Very Risky
1311,Computer Networks,559,14 of 20 seats remain,"Garcia, Maria",,70.0,Spring,2024,Low Risk
1312,Operating Systems,561,17 of 50 seats remain,"Rodriguez, Michael",,34.0,Spring,2024,Risky
1313,Algorithms,564,53 of 60 seats remain,"Williams, David",,88.33333333333333,Spring,2024,No Risk
1314,Machine Learning,565,7 of 40 seats remain,"Rodriguez, Michael",,17.5,Spring,2024,Very Risky
1315,Software Engineering,566,13 of 20 seats remain,"Miller, James",,65.0,Spring,2024,Low Risk
1316,Intro to Programming,567,52 of 70 seats remain,"Williams, David",,74.28571428571429,Spring,2024,Low Risk
1317,Machine Learning,569,2 of 70 seats remain,"Garcia, Maria",,2.857142857142857,Spring,2024,Very Risky
1318,Computer Architecture,569,29 of 60 seats remain,"Jones, Robert",,48.333333333333336,Spring,2024,Medium risk
1319,Data Structures,571,30 of 40 seats remain,"Williams, David",,75.0,Spring,2024,Low Risk
1320,Machine Learning,572,8 of 30 seats remain,"Williams, David",,26.666666666666668,Spring,2024,Risky
1321,Computer Architecture,573,33 of 40 seats remain,"Martinez, Jessica",,82.5,Spring,2024,No Risk
1322,Algorithms,574,4 of 20 seats remain,"Davis, Elizabeth",,20.0,Spring,2024,Very Risky
1323,Computer Architecture,574,17 of 60 seats remain,"Davis, Elizabeth",,28.333333333333332,Spring,2024,Risky
1324,Machine Learning,579,44 of 50 seats remain,"Jones, Robert",,88.0,Spring,2024,No Risk
1325,Machine Learning,580,4 of 20 seats remain,"Martinez, Jessica",,20.0,Spring,2024,Very Risky
1326,Theory/Application Data Mining,584,7 of 70 seats remain,"Zhou, Keren",,10.0,Spring,2024,Very Risky
1327,Theory/Application Data Mining,584,50 of 70 seats remain,"Barbara, Daniel",,71.42857142857143,Spring,2024,Low Risk
1328,Introduction to Cryptography,587,9 of 20 seats remain,"Ateniese, Giuseppe",,45.0,Spring,2024,Medium risk
1329,Quantum Algorithms,595,0 of 2 seats remain,"Baume, Michael",,0.0,Spring,2024,Very Risky
1330,AI Design and Deployment Risks,595,9 of 15 seats remain,"Cummings, Missy",,60.0,Spring,2024,Medium risk
1331,AI Design and Deployment Risks,595,11 of 15 seats remain,"Cummings, Missy",,73.33333333333333,Spring,2024,Low Risk
1332,Theory of Computation,600,43 of 60 seats remain,"Richards, Dana",,71.66666666666667,Spring,2024,Low Risk
1333,Theory of Computation,600,30 of 50 seats remain,"Richards, Dana",,60.0,Spring,2024,Medium risk
1334,Advanced Algorithms,630,14 of 50 seats remain,"Yaroslavtsev, Grigory",,28.000000000000004,Spring,2024,Risky
1335,Wireless and Mobile Computing,655,9 of 50 seats remain,"Yao, Shuochao",,18.0,Spring,2024,Very Risky
1336,Computational Design,663,31 of 65 seats remain,"Yu, Lap Fai",,47.69230769230769,Spring,2024,Medium risk
1337,Advanced NLP,678,10 of 65 seats remain,"Yao, Ziyu",,15.384615384615385,Spring,2024,Very Risky
1338,Computer Vision,682,17 of 53 seats remain,"Kosecka, Jana",,32.075471698113205,Spring,2024,Risky
1339,Machine Learning,688,18 of 50 seats remain,"Yu, Fang-Yi",,36.0,Spring,2024,Risky
1340,Machine Learning,688,18 of 50 seats remain,"Das, Sanmay",,36.0,Spring,2024,Risky
1341,Network Security,692,1 of 10 seats remain,"Wang, Xinyuan",,10.0,Spring,2024,Very Risky
1342,Linux Kernel Internals,692,26 of 40 seats remain,"Zhang, Xiaokuan",,65.0,Spring,2024,Low Risk
1343,SWE Real-Time Embedded Systm,692,6 of 35 seats remain,"Pettit, Rob",,17.142857142857142,Spring,2024,Very Risky
1344,Advanced Computer Architecture,692,39 of 50 seats remain,"Yang, Lishan",,78.0,Spring,2024,Low Risk
1345,SWE Real-Time Embedded Systm,692,9 of 32 seats remain,"Pettit, Rob",,28.125,Spring,2024,Risky
1346,Advanced Machine Learning,782,37 of 44 seats remain,"Liu, Mingrui",,84.0909090909091,Spring,2024,No Risk
1347,Advanced Machine Learning,782,31 of 44 seats remain,"Barbara, Daniel",,70.45454545454545,Spring,2024,Low Risk
1348,Decision Guidance Systems,787,11 of 50 seats remain,"Brodsky, Alexander",,22.0,Spring,2024,Risky
1349,Computer Science Colloquium,800,5 of 60 seats remain,"Aydin, Hakan",,8.333333333333332,Spring,2024,Very Risky
